Lat,Lng,Year,Month,Severity
18.13,-76.33,2000,8,1
18.41,-76.98,2000,8,1
18.17,-76.37,2000,8,-1
18.48,-77.50,2000,9,1
18.45,-77.97,2000,8,1
18.47,-77.39,2000,8,-1
18.43,-78.25,2000,8,1
18.47,-77.41,2000,8,-1
18.42,-77.08,2000,8,-1
18.45,-77.32,1987,7,-1
18.45,-77.32,1998,9,3
18.48,-77.33,1987,9,3
18.41,-77.10,2000,8,-1
18.26,-78.37,2000,8,1
18.50,-77.63,2000,8,-1
18.39,-78.28,2000,8,1
18.41,-78.27,2000,8,1
18.47,-77.32,2000,8,1
18.53,-77.86,2000,8,-1
18.22,-78.29,2000,8,1
18.20,-77.25,1987,,-1
18.20,-77.25,1998,5,-1
18.20,-77.25,1963,,-1
17.78,-77.56,1998,10,2
18.48,-77.33,1998,9,1
17.93,-79.81,2005,9,2
18.44,-77.21,2000,8,-1
18.35,-78.35,1998,,0
18.47,-77.27,2000,8,1
18.07,-76.29,2000,8,-1
18.52,-77.74,2000,8,-1
18.30,-78.36,2000,8,1
18.46,-78.13,2000,8,1
18.46,-77.95,2005,9,1
18.47,-78.12,2000,8,1
18.47,-78.13,2000,8,1
18.49,-77.60,2000,9,1
18.19,-76.46,2000,8,-1
18.40,-77.08,1987,,-1
18.42,-77.12,2000,8,1
18.41,-76.95,2000,8,1
18.23,-76.61,2000,8,1
18.38,-78.31,2000,8,1
18.38,-78.31,2000,8,1
18.46,-77.36,2000,8,1
18.46,-77.36,2000,8,-1
18.37,-76.87,2000,8,-1
17.78,-77.08,1998,10,2
18.48,-77.45,2000,8,-1
18.42,-77.01,2000,8,1
18.31,-76.80,2008,6,-1
18.46,-78.01,2000,8,1
18.46,-78.01,2000,8,-1
18.35,-76.85,2000,8,-1
18.51,-77.64,2000,8,-1
18.52,-77.88,2000,8,1
18.46,-78.08,2000,8,1
18.31,-78.35,2000,8,-1
18.17,-78.16,2000,8,1
18.46,-77.95,2000,8,-1
18.49,-77.93,2000,8,1
18.32,-76.80,2000,8,1
18.49,-77.53,2000,9,1
18.29,-78.37,2000,8,1
18.45,-77.21,2000,8,-1
18.49,-77.56,2000,9,1
18.42,-77.03,2000,8,-1
18.42,-77.03,2000,8,-1
18.51,-77.92,2000,8,1
18.51,-77.92,2000,8,-1
18.27,-76.71,2000,8,1
18.27,-76.69,2000,8,1
18.53,-77.82,2000,8,-1
21.48,-71.52,1999,8,-1
21.55,-71.46,1999,8,-1
21.30,-71.60,1999,8,-1
21.37,-71.60,1999,8,-1
21.47,-71.55,1999,8,-1
21.48,-71.51,1999,8,-1
21.49,-72.22,1999,8,1
21.39,-72.14,1999,8,-1
21.65,-72.47,1999,8,1
21.66,-72.47,1999,8,-1
21.81,-72.19,1999,8,1
21.82,-72.18,1999,8,1
21.83,-72.17,1999,8,1
21.91,-72.12,1999,8,-1
21.88,-72.12,1999,8,-1
21.81,-72.23,1999,8,1
21.42,-71.12,1987,,-1
20.99,-70.78,1999,8,-1
21.02,-70.82,1999,8,-1
21.40,-71.12,1987,,-1
21.52,-71.13,1999,8,-1
21.54,-71.11,1999,8,-1
21.46,-71.16,1999,8,-1
21.46,-71.16,1999,8,-1
21.39,-71.17,1999,8,-1
21.37,-71.20,1999,8,-1
21.30,-71.22,1999,8,1
21.48,-71.15,1999,8,-1
21.44,-71.15,1999,8,-1
21.44,-71.11,1999,8,-1
21.46,-71.11,1999,8,-1
21.67,-72.48,1987,12,-1
-17.67,-38.50,1998,4,3
-17.79,-39.00,1998,4,3
0.00,-45.00,1993,,1
-13.70,-38.90,1998,4,3
-16.99,-39.14,1998,3,1
-27.10,-109.30,1980,6,2
-27.10,-109.30,2000,3,3
-27.17,-109.33,1980,6,3
12.47,-81.65,2005,9,1
11.25,-73.95,2005,9,0
11.33,-74.13,1999,10,1
11.33,-74.13,2010,11,-1
6.03,-77.37,1998,9,0
7.00,-74.00,1987,,-1
7.00,-74.00,1997,5,1
7.00,-74.00,1983,,-1
10.10,-76.00,1983,,3
10.10,-76.00,1987,,2
10.10,-76.00,1990,,1
10.10,-76.00,1995,,1
10.10,-76.00,1999,,1
3.30,-78.00,1982,,3
4.01,-77.63,1997,9,2
9.80,-75.82,1987,8,-1
12.52,-81.73,1998,,2
3.90,-81.60,1998,3,1
2.97,-78.17,1997,9,1
2.98,-78.20,1983,,-1
2.98,-78.20,1983,,-1
9.65,-74.67,2005,8,2
10.17,-75.77,2005,6,-1
10.01,-75.62,2005,8,3
2.98,-78.17,1998,5,2
6.02,-77.35,1998,9,1
12.60,-81.70,1998,,2
2.95,-78.21,1998,7,0
12.50,-81.74,1998,,2
2.96,-78.18,1998,4,2
6.00,-77.35,1998,9,0
10.17,-75.77,2010,8,-1
13.36,-81.38,1969,,-1
6.01,-77.36,1998,9,0
10.17,-75.75,1998,,1
10.15,-75.75,1983,,-1
10.15,-75.75,1998,10,1
12.54,-81.69,2004,10,1
12.56,-81.68,2005,7,-1
12.53,-81.72,1999,,0
12.53,-81.70,1998,9,1
9.75,-75.83,1983,,-1
9.75,-75.83,1983,,-1
12.54,-81.74,1998,,2
10.16,-75.74,1998,,1
10.17,-75.74,1987,8,-1
10.14,-75.74,1987,8,1
11.33,-74.13,2005,10,1
11.30,-74.15,1999,10,2
6.40,-77.42,1998,6,1
3.00,-78.16,1998,5,2
9.75,-82.80,1983,,-1
8.73,-83.88,1982,,3
8.73,-83.88,1991,,3
8.73,-83.88,1987,,3
8.72,-83.87,1983,6,-1
8.72,-83.87,1984,6,-1
8.69,-87.01,1982,,3
9.92,-84.17,1983,6,-1
10.00,-82.50,1982,,3
10.00,-82.50,1992,,1
9.00,-85.00,1982,,3
9.00,-85.00,1992,,1
9.00,-85.00,1987,,2
10.48,-85.87,1997,,2
9.90,-84.90,1997,,3
9.38,-84.15,1983,6,-1
9.63,-82.68,1983,6,-1
10.85,-85.95,1997,,2
10.48,-85.87,1998,,2
9.92,-82.80,1983,6,-1
9.92,-82.80,1998,6,-1
9.73,-82.82,1983,6,-1
8.72,-83.88,1998,,3
8.73,-83.88,1998,,3
8.73,-83.89,1998,,3
8.72,-83.88,1998,,3
8.73,-83.90,1998,,3
-0.89,-90.41,1998,3,3
-0.28,-90.52,1998,3,3
-0.56,-90.17,1998,5,3
-0.74,-90.31,1983,,3
-1.23,-90.38,1983,5,2
-0.75,-90.30,1998,5,3
-1.50,-80.81,1998,5,2
-1.21,-90.47,1998,5,3
-1.22,-90.50,1998,3,3
-1.35,-89.70,1998,5,3
-1.34,-89.69,1998,3,3
-0.75,-90.77,1998,4,2
-0.27,-91.10,1998,3,1
-0.65,-90.38,1983,,3
-0.65,-90.38,1983,,3
-0.65,-90.38,1977,3,-1
-0.65,-90.38,1998,,3
-1.28,-81.07,1998,5,2
-1.48,-80.80,1998,5,2
-1.49,-80.79,2009,5,-1
-1.47,-80.78,1998,5,2
-1.22,-90.30,1983,5,2
-1.21,-90.43,1998,5,3
-0.50,-90.20,1998,5,3
0.40,-90.40,1998,5,3
0.77,-90.40,1998,5,3
-1.59,-80.87,1998,5,2
0.50,-90.43,1998,3,3
-0.49,-90.41,1998,3,3
-0.80,-90.10,1998,3,3
-0.80,-90.00,1998,5,3
-1.22,-90.39,1998,5,3
0.27,-91.63,1998,2,3
9.35,-82.28,2005,7,-1
9.25,-82.13,2002,6,-1
9.24,-82.11,2002,6,1
9.24,-82.11,2002,6,-1
9.27,-82.12,2002,6,1
9.27,-82.12,2002,6,1
9.42,-82.32,2002,6,1
9.42,-82.32,2002,6,1
9.19,-82.08,2002,6,1
9.17,-82.08,2002,6,1
9.22,-82.10,2002,6,1
9.28,-82.10,2002,6,1
9.29,-82.10,2002,6,-1
9.11,-81.82,2002,6,2
9.27,-82.07,2002,6,1
9.25,-82.03,2002,6,1
9.27,-82.05,2002,6,-1
9.26,-82.03,2002,6,-1
9.42,-82.32,2002,6,2
8.00,-82.33,1976,,-1
8.00,-82.33,1983,,3
8.00,-82.33,1983,1,3
8.00,-82.33,1998,4,1
8.62,-79.05,1983,,-1
8.63,-79.01,1998,3,0
7.94,-82.05,1998,4,3
7.80,-80.10,1998,3,0
7.30,-81.80,1997,9,3
7.30,-81.80,1998,,3
9.60,-78.78,2002,6,1
9.55,-78.95,2002,6,1
9.49,-78.73,2002,6,-1
9.49,-78.73,2002,6,1
9.51,-79.02,2002,6,1
9.49,-78.96,2002,6,-1
9.47,-78.92,2002,6,1
9.49,-78.96,2002,6,1
9.48,-78.93,2002,6,1
9.59,-78.88,2002,6,-1
9.58,-78.87,2002,6,1
9.50,-78.72,2002,6,1
9.57,-78.87,2002,6,-1
9.46,-78.73,2002,6,1
9.59,-78.68,2002,6,-1
9.58,-78.68,2002,6,1
9.55,-78.88,2002,6,-1
9.52,-78.70,2002,6,1
9.54,-78.90,2002,6,-1
9.54,-78.90,2002,6,1
9.54,-78.91,2002,6,-1
9.54,-78.89,2002,6,-1
9.55,-78.91,2002,6,1
9.54,-78.90,2002,6,1
9.56,-78.84,2002,6,1
9.48,-78.82,2002,6,1
9.56,-78.88,2002,6,1
9.56,-78.88,2002,6,1
9.56,-78.88,2002,6,1
9.49,-78.88,2002,6,1
9.57,-78.85,2002,6,1
9.52,-78.65,2002,6,1
9.52,-78.66,2002,6,1
9.52,-78.04,2002,6,1
9.57,-78.87,2002,6,1
9.51,-79.02,2002,6,-1
9.50,-79.04,2002,6,-1
9.55,-78.94,2002,6,1
9.51,-78.80,2002,6,1
9.50,-79.03,2002,6,1
9.58,-78.88,2002,6,-1
9.58,-78.70,2002,6,-1
9.55,-78.98,2002,6,1
9.59,-78.77,2002,6,1
9.43,-78.59,2002,6,1
7.48,-82.25,1998,,3
7.48,-82.25,1997,,3
7.26,-80.38,1998,3,2
8.45,-79.01,1998,4,2
8.25,-80.37,1983,,-1
8.25,-80.37,1998,10,3
7.70,-82.06,1995,,1
7.70,-82.06,1983,,3
7.70,-82.06,1992,,1
7.70,-82.06,1995,,1
8.63,-79.08,1998,3,0
8.63,-79.07,1983,,-1
9.55,-78.87,1987,11,1
9.55,-78.87,1983,6,3
7.95,-82.02,1983,,3
7.95,-82.02,1983,,3
8.10,-81.90,1998,,3
8.10,-81.90,1997,,3
8.80,-79.57,1983,,-1
9.11,-81.08,2002,6,2
9.01,-81.82,2002,6,2
8.78,-79.53,1983,,-1
7.82,-81.77,1983,,3
7.82,-81.77,1983,,3
7.82,-81.77,1985,10,-1
7.82,-81.77,1993,5,3
7.82,-81.77,1997,9,2
7.80,-81.75,1998,,3
7.80,-81.75,1997,9,3
7.79,-81.76,1997,9,2
7.85,-82.46,1998,10,3
11.79,-66.90,1999,10,-1
11.77,-66.71,1999,10,1
11.77,-66.71,1999,10,1
11.78,-66.58,1999,10,-1
11.91,-66.59,1999,10,1
10.23,-66.05,1987,11,1
11.74,-66.85,1999,10,1
10.89,-68.22,2005,10,1
11.95,-66.62,1999,10,-1
11.88,-66.72,1999,10,1
11.80,-66.88,1999,10,1
11.79,-66.89,1999,10,1
11.93,-66.74,1999,10,1
10.88,-68.30,2002,5,2
11.88,-66.69,1999,10,1
10.81,-68.14,1987,12,1
11.74,-66.86,1999,10,1
10.78,-68.31,1987,11,1
10.85,-68.21,1987,12,1
12.00,-67.00,1995,,1
12.46,-69.97,2009,6,0
12.46,-69.97,2007,11,0
12.46,-69.97,2007,11,0
12.42,-69.88,2007,11,1
25.48,-80.15,2005,8,-1
24.69,-81.37,1983,,3
25.39,-80.16,2003,6,-1
25.48,-80.15,2003,6,-1
25.59,-80.10,2003,7,-1
25.46,-80.17,2003,6,1
25.37,-80.14,2003,7,1
25.47,-80.11,2003,7,1
25.50,-80.20,2005,9,3
25.57,-80.22,2001,10,2
24.55,-82.05,1998,8,3
26.55,-80.04,2005,10,1
26.53,-80.07,2000,10,2
26.71,-80.01,1998,,1
24.91,-80.62,2005,8,3
24.68,-80.95,1998,7,1
24.68,-80.99,1998,8,1
24.68,-80.98,1998,8,0
24.95,-80.46,1998,,0
24.79,-80.89,1999,5,2
25.04,-80.36,2005,8,3
24.90,-80.54,1998,,0
25.62,-80.53,2001,10,2
26.05,-80.14,2001,8,1
24.93,-80.51,1998,,0
24.69,-80.95,1998,,0
24.63,-82.86,1998,9,2
24.65,-82.87,1998,,2
24.63,-82.92,2002,5,1
24.62,-82.86,2010,10,1
24.64,-82.93,2004,10,1
24.69,-82.91,2004,10,1
24.64,-82.92,2004,10,1
24.64,-82.92,2004,10,1
24.63,-82.95,2004,10,1
24.61,-82.95,2004,10,1
24.73,-82.80,2004,10,1
24.70,-82.77,2004,10,1
24.67,-82.81,2004,10,-1
24.67,-82.87,2004,10,1
24.67,-82.89,2004,10,1
24.63,-82.91,2004,10,-1
24.64,-82.92,2004,10,1
24.62,-82.92,2004,10,1
24.61,-82.94,2004,10,1
24.63,-82.90,2004,10,1
24.49,-81.66,1998,8,2
24.49,-81.66,1998,8,1
24.54,-81.83,1987,7,1
25.16,-80.24,1998,,0
25.39,-80.17,1987,8,1
24.53,-81.58,1997,8,2
24.56,-81.51,1997,9,3
24.50,-81.05,1997,8,2
23.13,-81.40,1998,8,2
23.13,-81.40,1998,8,1
25.20,-80.17,1987,8,-1
24.70,-82.82,1998,9,2
24.63,-82.87,1998,9,1
26.13,-80.09,2009,6,0
26.00,-80.00,2007,10,-1
25.59,-80.10,2001,8,0
25.04,-80.36,2005,8,1
26.14,-80.08,1998,9,2
25.12,-80.32,1998,,2
25.12,-80.32,1999,5,2
26.52,-80.03,2006,9,1
24.71,-81.09,2011,8,-1
24.94,-80.56,1998,,2
25.25,-80.30,1998,,0
25.15,-80.28,1987,,-1
25.15,-80.28,1983,,-1
25.04,-80.35,2010,6,0
25.12,-80.31,1998,9,1
25.12,-80.31,1999,5,2
24.56,-81.78,1983,,3
25.16,-80.28,2005,8,1
24.82,-80.79,2001,8,3
24.55,-81.41,1998,8,1
24.62,-81.40,1987,7,1
24.58,-81.40,1998,9,2
24.56,-81.40,1990,,3
24.62,-81.40,1983,,2
24.62,-81.40,1987,,-1
24.62,-81.40,1998,,-1
24.62,-81.40,1998,,2
25.15,-80.28,1987,7,3
24.62,-81.40,2005,9,2
24.55,-81.70,2003,6,-1
24.56,-81.39,2003,6,1
24.55,-81.41,2003,6,-1
24.51,-81.56,2003,6,1
24.59,-81.58,2003,6,-1
24.62,-81.39,2003,6,-1
24.48,-81.89,2003,6,1
24.45,-81.88,2003,6,-1
24.45,-81.88,2003,6,1
24.56,-81.35,2003,6,-1
24.61,-81.19,2003,6,-1
24.55,-81.59,2003,6,1
24.48,-81.71,2003,6,-1
24.50,-81.70,2003,6,1
24.81,-80.82,1998,8,2
24.72,-80.86,2003,7,1
24.69,-80.96,2003,7,-1
24.84,-80.73,2003,7,1
24.69,-81.02,2003,7,-1
24.63,-81.11,2003,6,-1
24.77,-80.75,2003,7,1
24.49,-81.68,1973,,2
25.00,-80.37,1987,8,2
25.01,-80.37,2005,9,1
25.07,-80.42,1988,,-1
5.87,-162.10,2001,8,0
5.87,-162.10,1998,,3
24.99,-80.42,1998,,0
24.91,-80.51,1998,,0
27.98,-82.83,2001,8,1
24.63,-81.11,2001,8,1
24.63,-81.11,1998,8,3
24.63,-81.11,1998,,0
25.01,-80.52,2000,8,1
24.77,-80.77,1998,,0
25.11,-80.36,1998,6,3
24.63,-82.92,1998,9,2
25.04,-80.36,2003,5,1
25.24,-80.26,2003,5,-1
24.90,-80.62,2003,7,1
25.03,-80.35,2003,5,1
24.93,-80.55,2003,5,1
24.94,-80.48,2003,5,1
25.12,-80.30,2003,5,-1
25.01,-80.41,2003,5,1
25.14,-80.29,2003,5,-1
24.95,-80.50,2003,5,1
24.99,-80.42,2003,5,1
24.99,-80.42,2003,5,1
25.02,-80.37,2003,5,1
25.21,-80.22,2003,5,-1
25.20,-80.22,2003,5,1
25.14,-80.26,2003,5,-1
25.17,-80.26,2003,5,1
24.84,-80.64,2003,7,1
25.04,-80.37,2003,5,-1
24.49,-81.71,1998,8,3
24.49,-81.71,1998,8,3
24.49,-81.72,1998,8,2
24.55,-81.67,1998,8,2
25.04,-80.38,2005,9,1
18.34,-65.53,2003,10,-1
18.33,-65.33,2001,7,1
18.33,-65.33,1998,5,3
18.36,-65.53,2003,9,1
18.31,-65.66,2005,9,2
18.38,-65.57,2003,9,1
18.29,-65.25,2005,6,-1
18.29,-65.25,2003,9,1
18.30,-65.27,1986,,-1
18.30,-65.27,1987,,-1
18.30,-65.30,1998,,3
18.33,-65.33,2003,9,-1
18.33,-65.25,2003,9,-1
18.34,-65.26,2003,9,-1
18.30,-65.23,2003,9,1
18.29,-65.24,2003,9,1
18.32,-65.23,2003,9,1
18.34,-65.31,2003,9,1
18.31,-65.34,2003,9,1
18.30,-65.33,2003,9,1
18.30,-65.60,1999,5,1
17.95,-67.06,1998,9,1
17.92,-67.05,1998,9,2
17.90,-67.04,2003,11,2
18.26,-65.59,2005,9,2
17.92,-67.07,2005,9,-1
17.97,-67.05,2010,9,-1
18.01,-67.16,1999,9,1
18.25,-66.50,2011,,-1
18.25,-66.50,2011,,-1
18.07,-67.87,1987,,-1
18.07,-67.87,1998,,-1
18.35,-65.58,2005,8,1
18.35,-65.50,1999,9,1
17.87,-66.43,1987,,-1
17.87,-66.43,1989,,-1
17.87,-66.43,1998,,1
17.87,-66.43,1969,,-1
17.87,-66.43,1979,,-1
17.87,-66.43,1981,,1
17.87,-66.43,1986,,-1
17.87,-66.43,1998,,1
18.35,-65.57,2003,10,1
18.37,-65.57,2003,9,-1
18.34,-65.57,2003,10,1
17.91,-67.22,2003,10,3
18.02,-66.98,2002,6,0
17.99,-67.31,1998,8,0
17.99,-67.31,1999,9,1
17.94,-67.02,1999,9,1
18.16,-65.32,2003,9,-1
18.15,-65.30,2003,9,-1
27.92,-93.60,1990,,1
27.92,-93.61,2004,8,0
27.92,-93.61,2006,3,1
27.92,-93.61,2006,1,1
24.66,-81.07,2009,7,3
27.92,-93.61,2005,10,2
20.88,-156.69,2010,4,0
20.88,-156.69,2010,4,-1
27.87,-93.82,2004,8,0
27.87,-93.82,1990,,-1
27.88,-93.82,2006,1,1
27.88,-93.82,2006,3,1
24.49,-81.66,2003,8,1
17.79,-64.60,2003,10,-1
17.79,-64.63,2005,10,3
17.79,-64.63,2005,10,2
17.70,-64.76,2005,10,3
17.76,-64.66,2005,10,3
18.35,-65.00,1993,10,1
17.73,-64.73,1987,,-1
17.73,-64.73,1998,3,-1
18.34,-64.75,2005,8,3
18.32,-64.73,2003,11,1
18.33,-64.93,1989,,-1
18.33,-64.93,1998,9,3
18.31,-64.72,2005,9,3
17.71,-64.69,1987,,-1
17.71,-64.69,1990,,-1
18.45,-64.63,1998,9,3
18.32,-64.75,2003,9,1
32.20,130.00,2001,8,0
32.42,129.99,1998,8,3
28.20,129.40,2001,8,3
28.27,129.35,1998,,2
28.00,129.33,1987,,3
26.07,127.07,1998,8,3
26.44,127.77,1998,9,3
26.44,127.77,2001,7,-1
33.92,134.65,1998,,1
33.08,139.80,1998,,2
25.00,125.27,2009,6,0
36.00,138.00,1998,,2
24.32,123.88,1984,,-1
24.38,124.27,1998,7,3
24.35,124.11,2001,6,-1
24.47,124.14,1998,8,3
30.00,130.00,1986,,-1
31.60,130.59,1998,10,3
27.06,128.41,2009,6,-1
27.06,128.41,2009,6,-1
36.75,137.43,2001,9,3
33.30,129.18,1998,,1
30.27,130.42,2001,7,1
33.47,135.78,1998,,1
33.50,135.80,2001,8,1
26.45,127.77,1998,10,2
33.72,135.32,2008,1,0
33.72,135.32,2008,11,0
33.72,135.32,2009,5,0
33.72,135.32,2009,5,0
34.08,139.53,1998,,0
34.10,139.49,2009,9,0
24.70,125.40,2001,8,1
26.50,128.00,1998,,2
27.05,128.42,1998,,3
27.00,142.17,1998,,0
27.00,135.80,2001,12,0
26.50,128.00,1986,6,3
26.46,127.99,1998,9,3
26.50,128.00,1983,6,-1
26.50,128.00,1987,,-1
26.50,128.00,1998,7,2
26.50,128.00,1998,7,2
26.27,127.70,1998,9,2
26.50,128.00,2001,8,1
26.38,128.00,1980,,-1
24.37,123.98,2008,6,3
24.37,123.98,2008,6,0
26.50,128.00,1998,,2
31.27,130.32,1998,,2
24.30,124.10,1998,,3
26.63,127.87,2003,7,1
26.64,127.86,1998,8,3
26.64,127.86,1998,10,3
33.75,133.50,1998,,2
27.05,128.42,1998,,3
24.37,123.97,2009,6,0
24.37,123.97,2009,6,0
30.50,131.00,1998,10,3
28.27,129.35,2001,7,2
33.84,132.76,1998,,0
24.40,124.00,2001,12,3
30.30,130.50,2001,8,2
24.44,122.99,1998,10,3
21.93,120.73,1986,,3
21.93,120.73,1987,,3
21.93,120.73,1998,,3
22.03,121.55,1998,,2
23.15,120.48,1998,,2
23.61,119.58,1998,6,2
23.52,119.60,1998,6,3
23.50,121.00,1998,,3
23.05,121.15,1987,,-1
23.05,121.15,1998,,-1
-7.37,72.42,1998,,3
-6.00,71.00,2005,4,2
-7.00,71.00,2006,4,3
-7.00,71.00,2005,4,3
10.83,72.20,1998,,3
11.73,92.88,1989,,-1
11.73,92.88,1998,5,2
11.22,92.60,1998,5,3
9.17,78.82,2010,7,-1
9.17,78.82,2010,,-1
9.17,78.82,2010,7,-1
9.17,78.82,2010,10,-1
8.28,73.07,2010,5,-1
22.53,69.75,1998,,1
22.56,69.33,1998,5,2
9.29,79.19,1998,6,3
8.87,78.65,1998,5,3
9.01,78.71,2005,,-1
9.01,78.71,2006,,-1
9.01,78.71,2007,,-1
9.01,78.71,2008,,-1
9.01,78.71,2009,,-1
9.01,78.11,2010,,-1
9.01,78.11,2010,7,-1
9.29,79.19,2002,2,-1
12.05,92.98,2010,7,-1
11.42,72.83,1998,,3
11.13,72.73,1998,,3
8.95,78.25,2010,,-1
8.95,78.25,2010,7,-1
8.95,78.25,2010,10,-1
10.33,72.63,1998,6,3
10.58,72.63,1998,5,3
9.14,78.50,1998,11,-1
8.87,78.23,2010,,-1
8.87,78.23,2010,7,-1
8.87,78.23,2010,10,-1
9.22,79.13,2010,7,-1
9.22,79.13,2010,10,-1
9.24,79.21,2010,10,-1
9.24,79.21,2010,,-1
10.98,73.00,1998,,3
11.20,72.77,2010,11,-1
9.02,78.22,1998,7,3
9.29,79.17,2002,4,2
9.29,79.14,2002,4,2
9.29,79.14,2002,4,2
9.00,79.00,1998,6,-1
9.22,79.13,2010,,-1
9.22,79.13,2010,7,-1
9.19,79.13,2010,,-1
9.19,79.13,2010,7,-1
9.19,79.13,2010,10,-1
9.19,79.13,2010,10,-1
8.00,93.50,1998,,3
7.51,93.50,1998,,3
11.70,92.75,2010,7,-1
9.29,79.25,2002,4,2
23.56,69.08,1998,4,1
9.23,79.20,1998,,3
9.29,79.33,2002,4,2
9.33,79.32,2002,4,2
11.67,92.76,2010,7,-1
9.24,79.24,2010,,-1
9.24,79.21,2010,10,-1
8.28,73.07,2010,5,-1
8.75,78.22,1999,5,-1
7.09,78.49,2010,,-1
9.09,78.49,2010,7,-1
7.09,78.49,2010,10,-1
8.84,78.21,2010,,-1
8.84,78.21,2010,7,-1
8.84,78.21,2010,10,-1
9.15,78.73,2010,,-1
9.17,78.82,2010,7,-1
9.15,78.73,2010,10,-1
8.94,78.27,2010,,-1
8.95,78.25,2010,7,-1
8.95,78.25,2010,10,-1
0.70,73.18,1987,,-1
0.70,73.18,1998,,2
-0.69,73.18,2003,5,1
4.01,72.81,2003,4,0
3.88,72.84,1998,5,3
3.88,72.84,1998,8,3
4.00,72.82,1998,,3
4.17,73.50,1998,5,3
4.29,73.36,1998,,3
4.28,73.47,1998,5,3
3.82,73.42,1998,,3
3.25,73.00,1998,5,3
3.20,72.92,2003,5,1
3.43,73.45,1998,,3
3.45,73.75,2003,5,1
4.74,73.50,1998,8,2
6.90,72.00,1998,,2
4.37,73.37,2010,5,2
4.20,73.40,1998,,3
3.43,73.42,2003,5,2
3.48,73.48,1998,5,3
5.29,73.11,2008,1,1
5.29,73.11,2008,2,1
5.02,72.92,1998,5,3
4.17,72.83,1998,8,3
3.50,73.00,1987,,-1
3.50,73.00,1998,,3
4.49,73.47,1998,4,3
4.42,73.50,1998,8,3
3.23,72.93,1998,5,3
4.27,72.77,1998,7,2
4.27,73.01,1998,8,3
3.98,73.43,1998,8,3
3.84,72.74,2008,1,0
3.82,73.42,1998,8,3
4.12,73.47,1998,7,3
3.00,73.50,1998,5,3
3.63,72.17,1998,,3
3.63,72.18,1998,,3
3.63,72.20,1998,,3
3.63,72.22,1998,,3
3.63,72.23,1998,,3
3.23,73.43,2003,5,2
8.52,79.78,1998,,3
8.43,79.70,1998,,3
8.41,79.75,2005,3,1
6.04,80.19,1998,4,3
6.12,80.07,1998,4,3
6.17,80.07,1998,4,3
7.46,81.89,1998,,3
8.35,79.76,1998,,2
8.52,81.32,1998,5,0
7.00,79.79,1998,4,3
8.72,81.20,2010,5,-1
8.71,81.20,1998,,0
6.02,80.25,1998,,3
7.72,81.73,1998,5,1
6.32,81.62,1998,10,2
8.70,79.87,1998,5,2
6.10,81.29,1998,4,2
8.00,81.00,1998,,3
6.13,80.07,1998,5,3
6.03,80.18,1998,,3
5.85,80.57,1998,,3
5.97,80.42,1998,,3
5.97,80.44,2002,4,1
6.02,116.03,2002,7,1
10.80,103.20,1998,,3
10.68,103.28,1998,,3
10.63,103.30,2010,5,-1
10.00,103.00,2010,,3
10.62,103.29,2009,3,3
10.63,103.50,1998,,3
10.78,103.24,2009,2,3
10.62,103.29,2010,5,-1
10.27,103.12,1998,,3
10.90,103.10,1998,,3
10.62,103.49,1998,5,3
0.04,119.74,2007,7,0
0.04,119.74,2007,7,0
-4.96,119.28,2010,5,3
-8.10,115.06,1998,5,3
-8.14,114.44,2002,9,1
-8.10,114.90,1998,1,3
-1.50,123.25,1998,10,0
1.81,125.16,1998,,0
-8.20,114.43,1998,,3
1.61,124.73,1998,12,2
1.63,124.77,1998,11,3
1.61,124.74,1998,,0
-8.36,116.09,2010,4,1
-1.09,117.13,1998,1,3
-8.38,116.05,1998,3,3
-8.33,116.06,1998,3,3
-5.87,110.33,1998,1,2
-5.87,110.33,1983,5,-1
-5.90,110.50,1998,2,2
0.77,120.14,2010,5,2
-7.67,114.00,1998,1,1
-8.26,116.69,1998,5,3
-8.15,115.03,2009,4,3
1.53,124.80,1998,,0
1.00,104.79,2010,7,-1
8.35,122.34,2008,12,1
1.14,122.35,1998,10,2
-2.94,135.66,2010,7,0
-3.10,135.62,2010,7,0
-3.10,135.62,2010,7,0
-3.09,135.56,2010,7,0
-3.09,135.56,2010,7,0
-2.94,135.66,2010,7,0
1.05,104.71,2010,7,-1
-8.66,115.46,1998,6,1
-8.71,115.61,1998,6,1
-8.67,115.47,1998,1,1
0.10,119.77,2007,7,0
0.75,119.80,2007,5,0
0.72,119.86,2008,5,0
-5.87,106.62,1983,4,-1
-5.83,106.63,1983,,-1
-8.12,114.63,1998,5,2
0.04,119.79,2007,7,0
-5.52,106.48,1983,3,3
-5.52,106.48,1998,1,2
0.04,119.87,2007,7,0
0.04,119.87,2007,7,0
-4.80,119.30,1998,,0
1.24,104.57,1998,,2
-8.12,115.35,2009,5,3
-5.48,106.40,1983,,-1
-0.33,122.00,1998,10,1
-8.30,115.62,1998,1,3
-8.27,115.61,1998,,3
-8.15,110.58,2011,11,-1
-8.72,115.94,1998,6,3
4.29,113.83,2009,8,1
4.29,113.83,2009,8,2
2.47,104.51,2009,7,0
2.47,104.53,2009,5,0
2.46,104.49,2009,5,0
2.47,104.51,2009,7,0
2.44,104.55,2009,7,0
2.46,104.49,2009,7,0
2.50,104.49,2010,5,0
2.46,104.49,2010,5,0
4.58,118.76,1998,,1
4.57,118.76,1998,,1
4.34,113.90,2010,5,1
4.34,113.90,2009,9,1
