Lat,Lng,Year,Month,Severity
19.97,-87.45,2005,6,1
19.93,-87.43,2005,6,2
20.10,-87.46,2005,6,3
20.04,-87.47,2005,5,3
18.66,-87.72,2006,6,1
18.67,-87.72,2006,3,2
18.67,-87.72,2006,3,2
18.67,-87.71,2006,3,2
18.72,-87.70,2006,3,2
18.68,-87.71,2006,3,3
18.63,-87.72,2005,5,0
18.63,-87.72,2005,5,1
18.67,-87.71,2005,5,2
18.66,-87.72,2005,5,2
18.69,-87.71,2005,6,1
18.63,-87.72,2005,6,2
18.63,-87.72,2005,6,2
18.63,-87.72,2005,6,2
18.63,-87.72,2005,6,2
18.63,-87.72,2005,6,2
18.63,-87.72,2005,6,1
18.63,-87.72,2005,6,2
18.72,-87.70,2005,6,1
18.63,-87.72,2005,6,1
18.63,-87.72,2005,8,0
18.63,-87.72,2005,8,1
18.72,-87.70,2005,8,1
18.67,-87.72,2005,8,2
18.63,-87.72,2005,9,1
18.71,-87.71,2005,9,1
18.67,-87.72,2005,9,0
18.67,-87.72,2005,8,0
18.67,-87.72,2005,8,1
18.63,-87.72,2005,8,1
18.63,-87.72,2005,8,2
18.63,-87.72,2005,8,2
18.63,-87.72,2005,8,1
18.68,-87.71,2005,8,0
18.68,-87.71,2005,8,0
19.97,-87.45,2006,5,2
20.04,-87.47,2004,10,2
20.04,-87.47,2004,10,1
20.04,-87.47,2004,10,2
20.04,-87.47,2004,10,1
20.04,-87.47,2004,10,1
19.88,-87.42,2004,10,1
19.88,-87.42,2004,10,3
20.04,-87.47,2004,11,2
19.97,-87.45,2004,11,1
20.10,-87.46,2004,11,2
19.93,-87.43,2004,10,1
19.93,-87.43,2004,10,2
19.88,-87.42,2005,3,1
19.93,-87.43,2005,2,0
19.93,-87.43,2005,2,0
19.97,-87.45,2006,5,3
19.97,-87.45,2006,5,2
19.97,-87.45,2005,2,1
19.97,-87.45,2005,2,1
20.10,-87.46,2005,2,1
19.97,-87.45,2005,2,0
20.04,-87.47,2005,2,3
19.93,-87.43,2005,2,3
19.93,-87.43,2005,2,0
19.88,-87.43,2005,5,1
19.88,-87.42,2005,5,3
19.97,-87.45,2005,5,1
19.97,-87.45,2005,5,1
19.79,-87.43,2005,5,1
19.79,-87.43,2005,5,1
19.97,-87.45,2006,5,3
19.97,-87.45,2006,5,1
19.97,-87.45,2006,5,3
19.97,-87.45,2006,5,1
19.97,-87.46,2006,6,1
19.88,-87.42,2006,5,2
19.79,-87.43,2005,6,2
19.79,-87.43,2005,6,1
19.93,-87.43,2005,6,2
19.88,-87.43,2005,6,1
24.30,-110.30,1997,,2
18.71,-87.70,2005,8,2
18.71,-87.70,2005,8,1
18.72,-87.70,2005,8,1
18.69,-87.71,2005,6,1
18.68,-87.71,2005,5,0
18.68,-87.71,2005,5,1
18.63,-87.72,2005,5,1
18.67,-87.72,2005,5,1
18.67,-87.72,2005,5,2
18.67,-87.72,2005,5,1
18.72,-87.70,2005,5,0
18.72,-87.70,2005,5,1
18.66,-87.72,2005,5,1
18.67,-87.72,2005,5,1
18.67,-87.72,2005,5,2
18.68,-87.71,2005,5,1
18.68,-87.71,2005,5,1
18.69,-87.71,2005,5,1
18.67,-87.72,2006,3,2
18.67,-87.72,2006,3,1
18.67,-87.71,2006,3,2
18.67,-87.72,2006,3,1
18.67,-87.72,2006,3,2
18.68,-87.71,2006,3,2
18.63,-87.72,2006,3,2
18.68,-87.71,2006,3,1
18.68,-87.71,2006,3,2
18.67,-87.72,2006,3,2
18.67,-87.72,2006,3,2
18.67,-87.71,2006,3,2
18.67,-87.72,2006,3,2
18.72,-87.70,2006,5,1
18.72,-87.70,2006,5,1
18.63,-87.72,2005,8,1
18.67,-87.72,2005,9,1
18.67,-87.71,2005,9,1
18.67,-87.71,2005,9,1
18.67,-87.71,2005,9,2
18.67,-87.71,2005,9,1
18.68,-87.71,2005,9,1
18.71,-87.70,2005,9,2
18.67,-87.72,2005,8,1
18.67,-87.72,2005,8,3
18.63,-87.72,2005,8,1
18.63,-87.72,2005,8,2
18.72,-87.70,2005,11,1
18.72,-87.70,2005,11,1
18.67,-87.72,2005,11,2
18.72,-87.70,2005,12,3
18.72,-87.70,2005,12,1
21.00,-87.00,2003,9,-1
21.00,-87.00,2003,9,-1
20.79,-105.40,1998,,3
23.90,-109.80,1997,,2
19.88,-87.42,2005,5,1
20.10,-87.46,2005,5,1
20.10,-87.46,2005,5,2
20.02,-87.46,2005,5,2
20.05,-87.47,2005,5,1
19.88,-87.41,2005,5,2
19.88,-87.41,2005,5,3
19.79,-87.43,2005,5,1
19.79,-87.43,2005,5,2
19.88,-87.42,2006,5,3
19.88,-87.42,2006,5,3
19.97,-87.46,2006,5,1
19.97,-87.46,2006,5,1
20.10,-87.46,2006,6,3
20.04,-87.47,2006,6,0
19.88,-87.43,2006,6,1
19.88,-87.43,2006,6,2
20.10,-87.46,2006,6,1
19.88,-87.43,2006,6,1
19.88,-87.43,2005,6,0
20.05,-87.47,2005,8,2
20.05,-87.47,2005,8,2
20.04,-87.47,2005,6,1
19.88,-87.43,2005,6,2
20.05,-87.47,2005,9,2
19.93,-87.43,2005,8,3
20.10,-87.46,2005,8,2
20.10,-87.46,2005,8,1
19.97,-87.46,2005,9,1
20.10,-87.46,2004,10,2
20.05,-87.47,2004,10,1
19.93,-87.43,2004,10,2
19.88,-87.42,2004,10,2
19.97,-87.45,2004,10,2
19.88,-87.42,2004,10,1
19.88,-87.41,2004,10,1
19.88,-87.41,2004,10,2
20.05,-87.46,2004,10,1
19.97,-87.45,2004,10,1
19.93,-87.43,2005,2,0
19.93,-87.43,2005,2,1
19.93,-87.43,2005,2,0
19.93,-87.43,2005,2,2
19.97,-87.45,2004,11,1
19.97,-87.45,2004,11,0
19.97,-87.45,2006,5,1
19.97,-87.45,2006,5,2
19.97,-87.45,2006,5,2
19.88,-87.41,2006,5,3
20.04,-87.47,2006,5,2
19.97,-87.46,2005,3,0
20.05,-87.47,2005,2,0
19.88,-87.43,2005,2,1
19.88,-87.43,2005,2,0
19.88,-87.41,2005,2,1
19.88,-87.41,2005,2,1
20.05,-87.47,2005,3,0
20.05,-87.47,2005,3,0
19.88,-87.42,2005,3,0
19.88,-87.41,2005,3,1
20.05,-87.47,2005,3,0
19.93,-87.43,2005,3,1
19.88,-87.43,2005,3,0
19.97,-87.46,2005,3,0
20.05,-87.47,2004,10,3
20.05,-87.46,2005,2,0
19.93,-87.43,2005,2,1
19.93,-87.43,2005,2,1
19.97,-87.46,2005,2,0
20.10,-87.46,2005,2,1
19.93,-87.43,2004,11,1
19.93,-87.43,2004,11,2
19.93,-87.43,2004,11,2
19.79,-87.43,2004,11,2
19.79,-87.43,2004,11,3
19.97,-87.45,2005,2,2
19.97,-87.45,2005,2,1
20.04,-87.47,2005,2,2
19.79,-87.43,2005,2,1
19.79,-87.43,2005,2,1
19.93,-87.43,2005,2,0
20.10,-87.46,2005,2,2
19.97,-87.45,2005,2,0
19.97,-87.46,2004,10,2
19.97,-87.45,2004,10,2
19.97,-87.45,2004,10,2
20.05,-87.47,2004,11,1
20.10,-87.46,2004,10,3
20.02,-87.46,2004,10,2
19.88,-87.41,2005,9,3
19.97,-87.46,2005,9,0
19.93,-87.43,2006,3,1
19.93,-87.43,2006,3,0
19.93,-87.43,2006,3,2
19.93,-87.43,2006,3,3
20.05,-87.47,2006,3,2
19.93,-87.43,2006,3,1
20.01,-87.46,2006,3,3
20.01,-87.46,2006,3,2
19.88,-87.41,2005,8,2
19.88,-87.41,2005,8,1
19.93,-87.43,2005,9,1
20.05,-87.46,2005,9,2
20.10,-87.46,2005,9,1
19.93,-87.43,2005,9,3
20.05,-87.46,2005,9,1
19.93,-87.43,2005,9,2
19.93,-87.43,2005,6,0
19.93,-87.43,2005,6,3
20.10,-87.46,2005,6,2
20.10,-87.46,2005,6,3
19.97,-87.45,2005,5,2
19.97,-87.45,2005,5,1
19.97,-87.45,2005,5,1
20.10,-87.46,2005,6,3
20.05,-87.46,2005,6,1
19.97,-87.45,2005,5,3
19.93,-87.43,2006,3,2
19.93,-87.43,2006,3,3
20.04,-87.47,2006,5,2
19.97,-87.45,2006,5,3
20.05,-87.47,2006,3,1
20.05,-87.47,2006,3,1
20.04,-87.47,2006,5,3
19.97,-87.45,2005,5,1
19.97,-87.45,2005,5,3
19.97,-87.45,2005,5,2
19.93,-87.43,2005,5,2
20.04,-87.47,2006,5,3
20.05,-87.46,2005,6,3
20.10,-87.46,2004,11,1
20.04,-87.47,2005,2,1
20.10,-87.46,2005,2,1
20.02,-87.46,2005,2,1
20.04,-87.47,2005,2,2
19.97,-87.45,2004,11,2
19.97,-87.45,2004,11,2
19.88,-87.43,2004,11,2
19.97,-87.45,2005,2,1
20.04,-87.47,2005,2,0
20.04,-87.47,2006,5,2
19.88,-87.42,2006,5,3
19.88,-87.42,2006,5,2
20.50,-87.05,1998,8,2
19.00,-87.57,1998,10,1
18.00,-111.50,1997,8,1
18.84,-111.08,1997,10,1
18.68,-87.71,2005,5,2
18.68,-87.71,2005,5,2
18.74,-87.67,2005,5,0
18.72,-87.70,2005,5,1
18.67,-87.72,2005,5,1
18.67,-87.72,2005,5,2
18.72,-87.70,2005,5,1
18.72,-87.70,2005,5,0
18.63,-87.72,2005,5,1
18.72,-87.70,2005,5,1
18.72,-87.70,2005,5,1
18.72,-87.70,2005,5,1
18.68,-87.71,2005,5,1
18.72,-87.70,2005,5,1
18.72,-87.70,2005,5,1
18.72,-87.70,2005,8,1
18.72,-87.70,2005,8,1
18.68,-87.71,2005,8,3
18.72,-87.70,2005,8,2
18.72,-87.70,2005,8,1
18.72,-87.70,2005,8,0
18.72,-87.70,2005,8,1
18.71,-87.71,2005,8,1
18.71,-87.71,2005,8,1
18.63,-87.72,2006,3,1
18.72,-87.70,2006,3,1
18.71,-87.71,2006,3,2
18.71,-87.71,2006,3,1
18.63,-87.72,2006,3,2
18.72,-87.70,2006,3,1
18.67,-87.71,2006,3,2
18.68,-87.71,2006,2,2
18.68,-87.71,2006,2,2
18.68,-87.71,2006,2,2
18.71,-87.70,2006,2,2
18.71,-87.70,2006,2,1
18.68,-87.71,2005,12,2
18.71,-87.71,2006,2,2
18.71,-87.71,2006,2,2
18.68,-87.71,2005,12,1
18.68,-87.71,2005,12,2
18.68,-87.71,2005,12,2
18.68,-87.71,2005,12,1
18.68,-87.71,2005,12,2
18.72,-87.70,2005,12,2
18.72,-87.70,2005,12,2
18.71,-87.71,2005,11,2
18.68,-87.71,2005,11,1
18.68,-87.71,2005,11,1
18.68,-87.71,2005,11,2
18.72,-87.70,2005,11,1
18.71,-87.71,2005,11,3
18.72,-87.70,2005,8,1
18.72,-87.70,2005,8,1
18.63,-87.72,2005,9,2
18.63,-87.72,2005,9,1
18.71,-87.71,2005,8,1
27.90,-111.00,1997,,2
24.50,-110.40,1997,,2
24.90,-110.60,1997,,2
20.05,-87.47,2004,11,1
20.05,-87.47,2004,10,2
19.79,-87.43,2004,10,2
20.05,-87.46,2004,10,3
19.97,-87.45,2004,10,2
19.97,-87.45,2004,10,1
19.79,-87.43,2004,10,2
19.79,-87.43,2004,10,1
20.02,-87.46,2004,10,2
20.02,-87.46,2004,10,2
19.88,-87.42,2004,10,0
19.88,-87.41,2006,5,3
19.88,-87.41,2006,5,2
20.04,-87.47,2006,5,2
20.01,-87.46,2005,3,0
20.04,-87.47,2005,2,1
19.88,-87.41,2005,2,0
19.79,-87.43,2005,3,0
20.04,-87.47,2005,2,2
19.97,-87.45,2005,2,2
19.97,-87.45,2005,2,0
20.02,-87.46,2005,2,0
19.97,-87.45,2005,2,1
19.97,-87.45,2005,2,0
19.97,-87.45,2005,2,1
20.10,-87.46,2005,2,1
20.10,-87.46,2005,2,1
20.02,-87.46,2005,8,3
19.97,-87.45,2005,8,0
19.97,-87.45,2005,8,3
19.97,-87.46,2005,8,1
19.97,-87.46,2005,8,1
19.88,-87.41,2005,8,2
19.93,-87.43,2005,8,3
20.01,-87.46,2005,8,2
19.97,-87.45,2005,8,2
19.97,-87.45,2005,8,2
20.01,-87.46,2005,8,1
20.01,-87.46,2005,8,3
19.97,-87.46,2005,9,2
20.02,-87.46,2005,11,2
20.01,-87.46,2005,11,0
19.97,-87.45,2005,11,2
20.05,-87.47,2005,12,2
20.05,-87.47,2005,12,1
19.97,-87.45,2005,12,3
19.97,-87.45,2005,12,3
19.97,-87.45,2005,12,2
19.97,-87.45,2005,12,0
19.97,-87.45,2005,12,2
20.01,-87.46,2005,12,1
20.02,-87.46,2006,2,3
20.04,-87.47,2006,5,2
19.97,-87.45,2006,5,3
19.97,-87.45,2006,5,3
19.97,-87.45,2006,5,3
20.04,-87.47,2006,5,1
19.88,-87.41,2006,5,3
20.10,-87.46,2006,6,3
20.04,-87.47,2006,6,1
19.88,-87.41,2006,6,3
19.93,-87.43,2005,5,1
19.97,-87.45,2005,5,1
20.05,-87.46,2005,6,2
20.05,-87.46,2005,6,1
20.04,-87.47,2005,5,1
19.93,-87.43,2005,5,1
20.05,-87.47,2005,5,0
20.04,-87.47,2005,5,2
20.04,-87.47,2005,5,2
19.97,-87.45,2005,5,1
20.01,-87.46,2005,3,0
19.50,-87.30,1998,9,3
18.27,-87.83,1998,9,3
20.27,-87.22,1990,,-1
20.52,-105.40,1998,,3
21.33,-90.16,1998,,1
20.42,-87.30,2009,9,-1
12.18,-83.03,2003,6,1
12.19,-83.03,2003,6,1
12.03,-83.03,2003,6,-1
12.19,-83.07,2003,6,1
12.20,-83.06,2003,6,1
12.18,-83.08,2003,6,-1
12.20,-83.07,2003,6,1
12.19,-83.05,2003,6,-1
12.31,-82.99,2003,6,1
12.32,-82.98,2003,6,1
12.29,-82.97,2003,6,-1
12.30,-82.97,2003,6,-1
12.30,-82.97,2003,6,1
12.29,-82.97,2003,6,-1
25.66,-79.31,2009,8,0
25.66,-79.31,2011,8,0
25.66,-79.31,2011,8,0
25.66,-79.31,2011,6,0
24.51,-77.70,1998,8,1
24.48,-77.70,1998,8,1
24.48,-77.70,1998,8,1
24.34,-77.67,1998,8,1
24.34,-77.67,1998,8,1
26.53,-76.90,1987,,-1
25.19,-77.02,1998,9,2
23.74,-76.01,1998,8,1
24.33,-74.46,1998,8,2
24.37,-77.68,1998,8,1
24.53,-77.69,1998,8,1
24.75,-77.81,1998,8,1
25.41,-77.92,1998,10,2
23.83,-75.12,1994,,-1
24.30,-77.65,1998,8,1
24.30,-77.65,1998,8,1
25.50,-76.80,1998,,3
26.54,-76.95,1999,8,1
26.06,-76.95,1999,8,1
26.53,-76.96,1999,8,1
26.53,-76.95,1999,8,1
24.52,-76.65,1983,10,3
26.64,-77.04,1999,8,1
26.64,-77.04,1999,8,1
23.95,-74.54,1998,6,-1
23.95,-74.55,1998,6,-1
24.16,-74.46,1998,6,1
24.17,-74.48,1998,6,1
24.14,-74.45,1998,6,1
24.15,-74.47,1998,6,1
24.16,-74.48,1998,6,1
24.14,-74.46,1998,6,-1
25.00,-78.20,1983,9,-1
21.15,-73.52,1987,,-1
24.60,-77.69,1998,8,1
24.34,-77.67,1998,8,1
23.77,-76.11,1987,10,-1
24.50,-76.71,1999,5,2
24.50,-76.71,1998,8,2
24.01,-74.53,1998,6,-1
21.55,-72.97,1998,8,3
24.57,-75.93,1998,,3
24.57,-75.93,1987,,-1
24.57,-75.93,1998,3,-1
24.10,-77.53,1998,8,1
24.10,-77.54,1998,8,3
24.63,-77.69,1998,8,1
26.36,-76.98,1999,8,1
26.35,-76.98,1999,8,1
25.06,-77.94,1998,8,1
26.60,-76.98,1999,8,1
26.60,-76.98,1999,8,1
24.29,-77.65,1998,8,1
24.25,-77.63,1998,8,1
24.30,-77.65,1998,8,1
24.31,-77.66,1998,8,1
25.09,-77.47,1998,8,3
25.09,-77.47,1998,8,3
23.79,-76.14,2005,9,1
26.74,-77.30,2005,7,-1
24.44,-77.70,1998,8,1
24.44,-77.70,1998,8,1
24.77,-77.81,1998,8,1
24.30,-77.65,1998,8,1
23.79,-76.14,2005,9,3
24.65,-76.81,1992,8,1
24.65,-76.81,1993,4,2
24.65,-76.81,1994,3,1
23.80,-76.14,1991,8,1
23.80,-76.14,1992,3,1
23.80,-76.14,1993,4,1
23.80,-76.14,1994,3,1
23.80,-76.14,1995,2,2
23.72,-76.25,2005,8,3
23.95,-77.39,1998,8,1
23.77,-76.11,2005,9,-1
23.74,-76.05,1990,8,1
23.74,-76.07,1987,9,2
24.73,-77.77,1998,8,1
23.13,-73.75,1998,10,1
24.00,-74.56,1998,10,2
24.00,-74.60,1998,8,3
24.00,-74.56,2005,11,-1
24.10,-74.48,2010,,-1
26.40,-76.99,1999,8,1
26.40,-76.99,1999,8,1
24.04,-74.54,1998,6,1
24.04,-74.54,1998,6,1
23.75,-76.08,1987,9,1
24.84,-77.86,1998,8,1
24.84,-77.86,1998,8,1
23.67,-76.20,2005,8,3
24.59,-76.81,1993,6,1
24.59,-76.81,1995,8,2
23.76,-76.12,1991,1,1
23.76,-76.12,1992,11,1
23.76,-76.12,1993,8,1
23.76,-76.12,1994,10,1
23.76,-76.12,1995,6,2
26.58,-76.96,1999,8,1
24.54,-77.68,1998,8,1
24.54,-77.68,1998,8,1
26.59,-77.90,1998,10,2
24.03,-74.54,1998,6,1
27.26,-78.38,1998,8,3
27.26,-78.40,1998,9,3
24.75,-77.78,1998,8,1
32.00,-64.00,2003,8,-1
32.00,-64.00,2003,8,-1
32.43,-64.85,1998,9,0
32.32,-64.79,1998,8,1
32.30,-64.75,1998,7,3
32.30,-64.75,1991,7,-1
32.30,-64.75,1997,,1
32.25,-64.85,2001,8,0
32.33,-64.83,2003,9,1
32.33,-64.83,2003,8,1
32.43,-64.65,2000,8,2
32.47,-64.80,2005,8,1
32.50,-64.76,2003,8,3
32.47,-64.84,2003,8,1
19.73,-80.05,2002,6,1
19.70,-79.80,2002,5,1
19.69,-79.89,2000,6,1
19.76,-79.74,2000,6,-1
19.72,-79.83,2000,6,-1
19.68,-79.89,2000,6,-1
19.70,-79.88,2000,6,-1
19.75,-79.72,2000,6,1
19.68,-79.87,2000,6,-1
19.75,-79.73,2000,6,-1
19.68,-79.88,2000,6,-1
19.53,-80.67,1998,,-1
19.32,-81.23,1998,9,3
19.37,-81.29,2009,9,3
19.35,-81.16,1999,6,1
19.40,-81.36,1999,6,1
19.29,-81.20,1999,6,-1
19.35,-81.20,1999,6,1
19.37,-81.40,1999,6,-1
19.36,-81.25,1999,6,1
19.32,-81.07,1999,6,-1
19.39,-81.42,1999,6,1
19.36,-81.14,1999,6,1
19.33,-81.08,1999,6,1
19.29,-81.15,1999,6,1
19.29,-81.11,1999,6,-1
19.38,-81.29,1999,6,-1
19.34,-81.08,1999,6,1
19.29,-81.39,1999,6,1
19.72,-80.05,1998,8,2
19.71,-80.01,1999,6,-1
19.71,-79.96,1999,6,1
19.69,-79.97,1999,6,1
19.83,-80.02,1999,6,-1
19.66,-80.09,1999,6,1
19.67,-80.11,1999,6,-1
19.68,-80.09,1999,6,1
19.66,-80.11,1999,6,1
19.67,-80.04,1999,6,-1
19.66,-80.07,1999,6,-1
19.69,-80.07,1999,6,1
19.68,-80.08,1999,6,1
19.69,-80.07,1999,6,1
19.68,-80.03,1999,6,1
19.69,-80.07,1999,6,1
19.71,-80.01,1999,6,1
19.70,-80.06,1999,6,1
19.72,-79.98,1999,6,1
19.36,-81.15,1998,9,3
19.38,-81.30,1998,,2
19.38,-81.29,1998,,0
19.36,-81.40,1997,11,0
21.71,-79.99,2001,8,1
21.71,-80.00,2001,8,1
22.43,-78.04,2001,6,-1
20.64,-78.66,2001,8,-1
21.67,-79.94,2001,8,-1
21.67,-79.95,2001,8,1
21.66,-79.93,2001,8,1
21.65,-79.93,2001,8,1
22.17,-81.13,2003,11,0
21.06,-77.08,2003,10,2
20.63,-78.60,2001,8,1
20.60,-78.18,2001,8,1
21.75,-84.50,2003,12,2
19.83,-77.73,2005,10,3
22.69,-78.90,2001,6,-1
20.57,-78.20,2001,8,1
21.68,-79.97,2001,8,-1
21.69,-79.98,2001,8,-1
20.77,-78.90,2001,8,-1
20.82,-78.97,2005,9,1
20.82,-78.97,2005,10,3
20.77,-78.89,2001,8,1
20.80,-78.96,2001,8,-1
20.80,-78.96,2001,8,1
23.10,-80.13,2001,5,1
23.10,-80.13,2001,5,-1
23.21,-80.47,2001,5,1
23.22,-80.48,2001,5,-1
23.24,-80.59,2001,5,-1
23.24,-80.59,2001,5,1
21.58,-81.64,2001,3,1
21.57,-81.64,2001,3,-1
21.86,-81.33,2001,3,1
21.86,-81.32,2001,3,1
21.89,-81.40,2001,3,-1
22.65,-79.15,2001,5,1
22.65,-79.15,2001,5,-1
21.07,-79.41,2001,8,-1
21.07,-79.43,2001,8,-1
21.06,-79.42,2001,8,1
21.07,-79.41,2001,8,-1
20.83,-78.99,2001,8,-1
20.85,-79.03,2001,8,-1
20.85,-79.02,2001,8,-1
20.84,-79.00,2001,8,1
20.67,-78.75,2001,8,-1
20.64,-78.70,2001,8,1
20.59,-78.47,2001,8,1
21.55,-82.34,2001,3,-1
21.55,-82.33,2001,3,1
21.56,-82.32,2001,3,1
21.56,-82.32,2001,3,-1
21.56,-82.30,2001,3,-1
21.56,-82.31,2001,3,-1
21.55,-82.29,2001,3,1
21.59,-81.96,2001,3,-1
21.57,-81.97,2001,3,-1
21.52,-82.10,2001,3,-1
21.09,-79.29,2001,8,-1
21.09,-79.29,2001,8,-1
21.09,-79.29,2001,8,-1
21.08,-79.29,2001,8,-1
22.54,-78.35,2001,6,-1
22.54,-78.34,2001,6,-1
22.56,-78.46,2005,10,1
22.56,-78.44,2001,6,-1
22.56,-78.44,2001,6,-1
22.55,-78.04,2003,10,1
22.18,-77.65,2001,6,-1
22.18,-77.65,2001,6,-1
23.29,-80.90,2001,6,-1
23.29,-80.90,2001,5,-1
23.29,-80.97,2001,5,-1
23.30,-80.96,2001,5,-1
22.89,-79.68,2001,5,-1
22.83,-79.59,2001,5,-1
22.84,-79.59,2001,5,-1
22.72,-79.36,2001,5,-1
22.72,-79.36,2001,5,-1
20.61,-78.28,2001,8,-1
20.97,-79.20,2001,8,-1
20.91,-79.12,2001,8,1
20.90,-79.10,2001,8,-1
20.90,-79.10,2001,8,1
20.90,-79.09,2001,8,-1
20.97,-79.21,2001,8,-1
20.97,-79.22,2001,8,1
20.97,-79.20,2001,8,-1
21.84,-77.47,2001,6,-1
21.85,-77.46,2001,6,-1
21.93,-77.54,2001,6,1
22.63,-78.65,2005,10,3
21.54,-82.37,2001,3,1
21.53,-82.37,2001,3,1
20.61,-78.25,2001,8,-1
22.95,-79.76,2001,5,-1
22.95,-79.76,2001,5,-1
21.58,-81.63,2005,8,2
22.00,-82.00,2005,8,1
22.88,-83.55,2003,11,2
20.64,-78.68,2001,8,-1
20.59,-78.11,2001,8,1
21.54,-82.45,2001,3,-1
21.54,-82.44,2001,3,-1
21.54,-82.43,2001,3,-1
21.54,-82.42,2001,3,-1
22.48,-78.13,2001,6,-1
20.76,-78.86,2001,8,1
21.58,-81.68,2001,3,1
21.57,-81.67,2001,3,-1
22.02,-77.60,2001,6,-1
22.03,-77.60,2001,6,-1
21.60,-81.93,2001,3,-1
21.96,-81.47,2001,3,-1
21.96,-81.46,2001,3,-1
21.97,-81.48,2001,3,-1
21.89,-81.42,2001,3,-1
21.90,-81.42,2001,3,-1
21.90,-81.43,2001,3,-1
21.91,-81.43,2001,3,-1
21.92,-81.43,2001,3,-1
23.15,-80.21,2001,5,-1
23.16,-80.21,2001,5,-1
21.59,-81.59,2001,3,-1
21.58,-81.59,2001,3,1
20.58,-78.12,2001,8,1
22.92,-79.70,2001,5,1
22.03,-80.43,2003,10,0
19.96,-75.87,2003,9,1
22.00,-79.00,1998,,-1
22.00,-79.00,1998,8,3
22.09,-81.57,2001,3,-1
22.15,-81.50,2001,3,-1
22.15,-81.48,2001,3,-1
22.17,-81.14,2005,9,2
23.10,-82.47,2005,10,3
21.22,-79.56,2001,8,-1
21.22,-79.57,2001,8,-1
21.12,-75.87,2003,10,1
23.15,-82.41,2003,11,0
23.08,-82.47,2005,8,0
22.88,-83.57,1998,6,-1
19.90,-77.20,2003,11,0
21.79,-84.50,2005,8,0
21.80,-84.52,2005,9,1
21.80,-84.52,2005,11,2
21.30,-79.59,2001,8,1
21.78,-81.18,2001,3,-1
21.80,-81.17,2001,3,-1
21.80,-81.20,2001,3,-1
21.81,-81.19,2001,3,-1
21.83,-81.25,2001,3,-1
21.84,-81.25,2001,3,-1
21.85,-81.29,2001,3,-1
21.85,-81.28,2001,3,-1
22.63,-78.69,2001,6,-1
22.00,-78.00,1998,9,1
21.74,-81.10,2001,3,1
22.11,-81.48,2001,3,-1
22.10,-81.55,2001,3,-1
21.45,-79.65,2001,8,1
21.45,-79.65,2001,8,1
22.16,-81.51,2001,3,-1
22.92,-83.48,1998,6,-1
20.69,-78.76,2001,8,1
20.81,-78.85,2001,8,-1
21.45,-82.78,2001,3,-1
21.45,-82.78,2001,3,-1
21.46,-82.77,2001,3,1
21.45,-82.77,2001,3,-1
21.48,-82.70,2001,3,-1
21.48,-82.70,2001,3,1
21.48,-82.70,2001,3,-1
21.08,-79.47,2001,8,1
21.08,-79.47,2001,8,-1
21.62,-83.19,2001,3,-1
21.61,-83.20,2001,3,1
21.60,-83.17,2001,3,1
21.59,-83.17,2001,3,-1
21.61,-83.10,2005,11,1
22.11,-81.12,2005,9,2
23.10,-82.47,2005,10,2
23.18,-82.10,2005,9,3
22.10,-81.52,2001,3,-1
22.10,-81.52,2001,3,1
21.61,-81.30,2001,3,-1
21.99,-81.48,2001,3,1
22.02,-81.51,2001,3,-1
22.02,-81.52,2001,3,-1
22.04,-81.51,2001,3,-1
22.04,-81.51,2001,3,1
22.12,-81.50,2001,3,-1
19.97,-76.13,1998,8,1
21.33,-79.58,1998,,0
22.10,-81.20,1998,8,3
19.95,-76.42,2003,11,1
18.66,-68.35,2011,5,0
18.44,-69.68,2011,8,0
18.34,-68.85,2011,5,0
18.33,-68.82,2011,8,0
18.43,-69.63,2004,7,1
18.44,-69.61,2004,7,-1
18.44,-69.62,2004,7,-1
18.66,-68.34,2011,5,0
17.93,-71.67,2004,7,-1
17.85,-71.64,2004,7,1
17.79,-71.67,2004,7,1
17.81,-71.64,2004,7,1
17.84,-71.64,2004,7,1
17.89,-71.66,2004,7,1
19.17,-69.53,1987,,-1
18.53,-68.35,2003,8,-1
18.53,-68.36,2003,8,-1
18.53,-68.36,2003,8,-1
18.53,-68.35,2003,8,1
18.68,-68.40,2003,8,-1
18.68,-68.39,2003,8,-1
18.66,-68.35,2003,8,-1
18.51,-68.37,2003,8,-1
18.52,-68.35,2003,8,1
18.51,-68.36,2003,8,1
18.48,-68.39,2003,8,-1
18.47,-68.39,2003,8,1
18.46,-68.39,2003,8,1
18.56,-68.34,2003,8,-1
18.55,-68.34,2003,8,1
18.54,-68.35,2003,8,-1
18.54,-68.35,2003,8,1
19.05,-68.96,2009,12,1
19.05,-69.05,2009,12,-1
19.00,-69.04,2009,12,1
17.80,-71.30,2011,8,0
18.44,-69.69,2011,2,0
18.44,-69.69,2011,10,0
18.43,-69.69,2011,1,0
19.33,-69.53,2004,8,-1
19.33,-69.54,2004,8,-1
19.33,-69.52,2004,8,-1
19.92,-71.62,2004,8,-1
19.92,-71.59,2004,8,1
19.92,-71.58,2004,8,-1
19.91,-71.60,2004,8,-1
19.92,-71.60,2004,8,1
19.92,-71.59,2004,8,1
25.01,-77.56,2010,10,-1
19.88,-71.32,2004,8,-1
19.87,-71.30,2004,8,-1
19.78,-70.65,2011,4,0
19.78,-70.65,2007,6,0
18.68,-68.39,2011,4,0
18.92,-72.68,1998,9,3
18.34,-78.36,2000,8,1
